管轄	最終更新日	企業・事業場名称	所在地	公表日	違反法条	事案概要	その他参考事項
宮城労働局	令和元年7月31日	（有）ｉ’ｚｆｉｔｔｉｎｇｓ	宮城県仙台市宮城野区	H31.1.16	労働安全衛生法第21条,労働安全衛生規則第519条	高さ3.4ｍの作業床に墜落防止措置を講じることなく労働者に作業を行わせたもの	H31.1.16送検
宮城労働局	令和元年7月31日	リリー商会	宮城県気仙沼市	H31.3.8	労働安全衛生法第21条,労働安全衛生規則第479条	一定の合図を定めることなく労働者に伐木作業を行わせたもの	H31.3.8送検
宮城労働局	令和元年7月31日	東北ドック鉄工（株）	宮城県塩釜市	H31.3.12	労働安全衛生法第20条,労働安全衛生規則第151条の14	フォークリフトを、主たる用途以外の用途に使用したもの	H31.3.12送検
宮城労働局	令和元年7月31日	（株）カルヤード	宮城県石巻市	H31.3.14	労働安全衛生法第20条,労働安全衛生規則第564条	安全帯等の墜落防止措置を講じることなく労働者に張出し足場の組み立て作業を行わせたもの	H31.3.14送検
宮城労働局	令和元年7月31日	（株）長谷川萬治商店	東京都江東区	R1.6.26	労働安全衛生法第61条,労働安全衛生法施行令第20条,労働安全衛生規則第41条	無資格者の労働者にフォークリフトを運転させたもの	R1.6.26送検
宮城労働局	令和元年7月31日	（株）ヤマサコウショウ	宮城県石巻市	R1.7.4	労働安全衛生法第20条,労働安全衛生規則第130条の３	食品加工用機械の運転を停止し、又は用具等を使用させることなく労働者に原材料の送給作業を行わせたもの	R1.7.4送検
宮城労働局	令和元年7月31日	仙台港サイロ（株）	宮城県仙台市宮城野区	R1.7.17	労働安全衛生法第21条,労働安全衛生規則第532条の２	埋没による危険を防止するための措置を講じることなく労働者にサイロビン内で作業を行わせたもの	R1.7.17送検
山形労働局	令和元年7月31日	（株）丸羽ロジテック	茨城県ひたちなか市	H30.9.13	労働安全衛生法第21条,労働安全衛生規則第519条	高さ9.95ｍの搬出口付近で作業を行わせるに際し、囲いを設ける等の措置を講じなかったもの	H30.9.13送検
山形労働局	令和元年7月31日	（株）タカマサフーズ	山形県最上郡真室川町	H30.9.20	最低賃金法第４条	労働者４名に、11か月間の定期賃金合計約238万円を支払わなかったもの	H30.9.20送検
山形労働局	令和元年7月31日	（株）現代民家	山形県酒田市	H30.11.12	労働安全衛生法第31条,労働安全衛生規則第653条	下請負人の労働者に、高さ約３ｍの作業床の端で作業を行わせるに際し、囲い等を設けなかったもの	H30.11.12送検
山形労働局	令和元年7月31日	佐藤住建	山形県鶴岡市	H30.11.12	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約３ｍの作業床の端で柱の取り付け作業を行わせるに際し、囲い等を設けなかったもの	H30.11.12送検
山形労働局	令和元年7月31日	羽前絹練（株）	山形県鶴岡市	H30.12.18	労働安全衛生法第20条,労働安全衛生規則第144条	ロールプレス機のロールに付着した汚れの拭取り作業を行わせる際に、囲いガイドロール等を設けなかったもの	H30.12.18送検
山形労働局	令和元年7月31日	吉田工務店	山形県長井市	H31.2.13	労働安全衛生法第21条,労働安全衛生規則第519条	高さ3.5ｍの作業床の端で結束バンドを切る作業を行わせるに際し、安全帯を使用させる等の措置を講じなかったもの	H31.2.13送検
山形労働局	令和元年7月31日	（同）小野重機	山形県新庄市	H31.2.13	労働安全衛生法第20条,クレーン等安全規則第66条の２	移動式クレーンで作業を行わせる際、作業方法等をあらかじめ定めていなかったもの	H31.2.13送検
山形労働局	令和元年7月31日	（株）フォーティーン	山形県鶴岡市	R1.6.12	労働基準法第32条	外国人技能実習生６名に対し違法な時間外労働を行わせたもの	R1.6.12送検
山形労働局	令和元年7月31日	緑衣料	山形県鶴岡市	R1.6.12	労働基準法第32条	外国人技能実習生３名に対し違法な時間外労働を行わせたもの	R1.6.12送検
山形労働局	令和元年7月31日	小林防護工事（株）	山形県長井市	R1.7.12	労働安全衛生法第21条,労働安全衛生規則第519条	高さ2.5ｍの資材倉庫（コンテナ）の床面の修繕作業を行わせる際に、囲い等を設けなかったもの	R1.7.12送検
山形労働局	令和元年7月31日	（株）大永建設	山形県山形市	R1.7.22	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約３ｍの開口部付近で窓の内枠の取付作業を行わせる際に、安全帯を使用させる等の措置を講じなかったもの	R1.7.22送検
福島労働局	令和元年7月31日	（有）イーズ・サービス	福島県郡山市	H30.9.20	労働安全衛生法第20条,労働安全衛生規則第151条の13	フォークリフトの乗車席以外の箇所に労働者を乗車させたもの	H30.9.20送検
福島労働局	令和元年7月31日	東栄架設	福島県白河市	H30.10.11	労働基準法第62条,年少者労働基準規則第８条	満18歳に満たない者に、禁止されている足場の解体作業を行わせたもの	H30.10.11送検
福島労働局	令和元年7月31日	サトウ加工（有）	福島県須賀川市	H30.11.8	労働安全衛生法第66条,労働安全衛生規則第44条	労働者に対し、１年以内ごとに１回、定期に、法定の項目について医師による健康診断を受診させなかったもの	H30.11.8送検
福島労働局	令和元年7月31日	（株）新栄建設	福島県郡山市	H31.2.8	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したのに、遅滞なく労働者死傷病報告書を提出しなかったもの	H31.2.8送検
福島労働局	令和元年7月31日	（株）葉山商会	福島県郡山市	H31.2.19	労働安全衛生法第20条,クレーン等安全規則第74条	クレーン機能付きドラグ・ショベルの上部旋回体の旋回範囲内に労働者を立ち入らせたもの	H31.2.19送検
福島労働局	令和元年7月31日	（株）銀嶺食品	福島県福島市	H31.3.7	労働安全衛生法第20条,労働安全衛生規則第257条	危険物を取り扱う設備の異常を認めたにも関わらず、作業指揮者に修理等必要な措置を講じさせなかったもの	H31.3.7送検
福島労働局	令和元年7月31日	（株）商報舎	東京都中央区	H31.3.8	労働安全衛生法第65条,労働安全衛生法施行令第21条,酸素欠乏症等防止規則第３条,労働者派遣法第45条	酸素欠乏危険場所で作業を開始する前に、当該作業場における空気中の酸素濃度の測定を怠ったもの	H31.3.8送検
福島労働局	令和元年7月31日	（株）ミキグリーン	福島県いわき市	H31.3.20	最低賃金法第４条	労働者２名に、２か月間の定期賃金を支払わなかったもの	H31.3.20送検
福島労働局	令和元年7月31日	（株）増島鉄工所	福島県二本松市	H31.4.15	最低賃金法第４条	労働者５名に、７か月間の定期賃金合計約400万円を支払わなかったもの	H31.4.12送検
福島労働局	令和元年7月31日	ティーエステクノ（株）	福島県いわき市	R1.7.5	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したのに、遅滞なく労働者死傷病報告書を提出しなかったもの	R1.7.5送検
茨城労働局	令和元年7月31日	松田建築解体	茨城県結城郡八千代町	H30.8.15	労働安全衛生法第21条,労働安全衛生規則第519条	高さ２ｍ以上の作業床の端で、墜落防止措置をとることなく労働者に作業を行わせたもの	H30.8.15 送検
茨城労働局	令和元年7月31日	茨城宝栄工業（株）	茨城県古河市	H30.9.21	労働基準法第32条	労働者１名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.9.21 送検
茨城労働局	令和元年7月31日	忠伸建築	茨城県那珂市	H30.10.17	労働安全衛生法第21条,労働安全衛生規則第518条	高さ２ｍ以上の足場板上で、防網を張る等の墜落防止措置を講じず、作業を行わせていたもの	H30.10.17送検
茨城労働局	令和元年7月31日	（株）嘉和	茨城県古河市	H30.11.1	労働基準法第32条	労働者１名に、36協定を締結していないにもかかわらず、違法な時間外労働を行わせたもの	H30.11.1 送検
茨城労働局	令和元年7月31日	（同）冨田工業	茨城県小美玉市	H30.12.10	労働安全衛生法第21条,労働安全衛生規則第361条	地山の崩壊等による危険の防止措置を講じないまま、労働者に明り掘削作業を行わせていたもの	H30.12.10送検
茨城労働局	令和元年7月31日	（株）トラバース　埼玉営業所	埼玉県戸田市	H30.12.10	労働安全衛生法第20条,労働安全衛生規則第101条	地盤調査機の回転軸に覆い等を設けることなく労働者に作業を行わせたもの	H30.12.10送検
茨城労働局	令和元年7月31日	前田建築	茨城県那珂郡東海村	H31.1.17	労働安全衛生法第21条,労働安全衛生規則第518条	高さ２ｍ以上の足場板上で、防網を張る等の墜落防止措置を講じず、作業を行わせていたもの	H31.1.17 送検
茨城労働局	令和元年7月31日	（株）オルト	茨城県神栖市	H31.1.18	最低賃金法第４条	労働者14名に、１か月間の定期賃金合計約118万円を支払わなかったもの	H31.1.18 送検
茨城労働局	令和元年7月31日	鹿島港湾運送（株）	茨城県神栖市	H31.2.1	労働安全衛生法第20条,クレーン等安全規則第74条の２	移動式クレーンによってつり上げられた荷の下に労働者を立ち入らせたもの	H31.2.1 送検
茨城労働局	令和元年7月31日	（有）糸賀建設興業	茨城県稲敷郡河内町	H31.2.20	労働安全衛生法第20条,労働安全衛生規則第158条	運転中の車両系建設機械に接触するおそれのある箇所に労働者を立ち入らせたもの	H31.2.20 送検
茨城労働局	令和元年7月31日	（医）筑三会	茨城県つくば市	H31.3.1	労働安全衛生法第22条,電離放射線障害防止規則第５条	皮膚に受ける等価線量が法定基準の500ミリシーベルトを超えて、労働者にエックス線装置を使用させたもの	H31.3.1 送検
茨城労働局	令和元年7月31日	（株）ミクニテック	茨城県古河市	H31.3.7	労働基準法第32条	労働者１名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H31.3.7 送検
茨城労働局	令和元年7月31日	Ｎ'sメタル	茨城県小美玉市	H31.3.19	労働安全衛生法第20条,クレーン等安全規則第23条	クレーンの定格荷重をこえる荷重をかけて使用していたもの	H31.3.19 送検
茨城労働局	令和元年7月31日	マルトモ加工	茨城県古河市	R1.6.20	最低賃金法第４条	労働者１名に対し、１か月間の定期賃金約12万円を支払わなかったもの	R1.6.20 送検
茨城労働局	令和元年7月31日	（株）オール・アグリーム	茨城県坂東市	R1.7.4	最低賃金法第４条	労働者３名に対し、１か月〜４か月間の定期賃金合計約166万円を支払わなかったもの	R1.7.4送検
茨城労働局	令和元年7月31日	創和リサイクル（株）	東京都世田谷区	R1.7.18	労働安全衛生法第20条,労働安全衛生規則第151条の14	フォークリフトを主たる用途以外の用途に使用させたもの	R1.7.18送検
茨城労働局	令和元年7月31日	（有）村里組	茨城県神栖市	R1.7.18	労働安全衛生法第21条,労働安全衛生規則第519条	高さ２ｍ以上の作業床の端に、手すり等を設けることなく、労働者に作業を行わせたもの	R1.7.18送検
茨城労働局	令和元年7月31日	（株）大林組	東京都港区	R1.7.18	労働安全衛生法第31条,労働安全衛生規則第653条	高さ２ｍ以上の作業床の端に、手すり等を設けることなく、請負人の労働者に作業床を使用させたもの	R1.7.18送検
栃木労働局	令和元年7月31日	杉本産業（株）	栃木県小山市	H30.9.4	労働安全衛生法第23条,労働安全衛生規則第540条	１階から２階作業場へ通ずる階段について、墜落防止措置を講じることなく、通路として使用させていたもの	H30.9.4送検
栃木労働局	令和元年7月31日	（株）加藤工業所　栃窪工場	栃木県鹿沼市	H30.9.13	労働安全衛生法第20条,労働安全衛生規則第151条の78	コンベヤーについて労働者の身体の一部が巻きこまれるおそれがあるのに、非常停止装置を備えていなかったもの	H30.9.13送検
栃木労働局	令和元年7月31日	竹内産業（株）　足利工場	栃木県足利市	H30.12.7	労働安全衛生法第20条,労働安全衛生規則第107条	プラスチック製品製造機械の運転を停止させることなく、労働者に当該機械の掃除の作業を行わせたもの	H30.12.7送検
栃木労働局	令和元年7月31日	（株）復興御宿富双江葉大馬鬼怒川秘極の湯風	栃木県日光市	H31.3.20	最低賃金法第４条	労働者２名に、１か月間から２か月間の定期賃金合計約45万円を支払わなかったもの	H31.3.20送検
栃木労働局	令和元年7月31日	増山貨物自動車（株）　本社営業所	栃木県宇都宮市	H31.3.20	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生した際、虚偽の労働者死傷病報告書を提出したもの	H31.3.20送検
栃木労働局	令和元年7月31日	（株）ヨシコシ食品　佐野工場	栃木県佐野市	R1.5.13	最低賃金法第４条	労働者29名に、１か月間の定期賃金合計約318万円を支払わなかったもの	R1.5.13送検
栃木労働局	令和元年7月31日	（株）井上製作所	栃木県佐野市	R1.6.17	労働安全衛生法第20条,労働安全衛生規則第101条	フライス盤の回転軸の労働者に危険を及ぼすおそれがある部分に、覆い、囲い等を設けていなかったもの	R1.6.17送検
栃木労働局	令和元年7月31日	（有）和楽　湯の家旅館	栃木県日光市	R1.7.8	労働基準法第40条	労働者１名に、36協定の締結・届出を行うことなく、違法な時間外労働を行わせたもの	R1.7.8送検
栃木労働局	令和元年7月31日	（株）双葉	栃木県鹿沼市	R1.7.11	労働安全衛生法第20条,労働安全衛生規則第155条	トラクター・ショベルの運行経路を示した作業計画を定めることなく、当該機械を用いた作業を行わせたもの	R1.7.11送検
栃木労働局	令和元年7月31日	（株）栃木ティーエムアールセンター　青木ＴｍＲセンター	栃木県那須塩原市	R1.7.16	労働安全衛生法第20条,労働安全衛生規則第151条の14	サイドクランプフォークリフトの片側のクランプで荷を吊り上げ、当該機械を主たる用途以外に使用したもの	R1.7.16送検
群馬労働局	令和元年7月31日	（同）サード	群馬県高崎市	H31.3.7	最低賃金法第４条	労働者７名に、２カ月間の定期賃金合計約130万円を支払わなかったもの	H31.3.7送検
群馬労働局	令和元年7月31日	（株）サンワ	群馬県吾妻郡東吾妻町	H31.3.22	労働基準法32条	労働者５名に36協定の延長時間を超えて違法な時間外労働を行わせたもの	H31.3.22送検
群馬労働局	令和元年7月31日	角田農園	群馬県渋川市	R1.6.20	労働安全衛生法第61条,労働安全衛生規則第41条	無資格の労働者にフォークリフトを運転させたもの	R1.6.20送検
埼玉労働局	令和元年6月30日	（株）木下フレンド	埼玉県所沢市	H30.9.11	労働安全衛生法第61条,労働安全衛生法施行令第20条	無資格の労働者にフォークリフトを運転させたもの	H30.9.11送検
埼玉労働局	令和元年6月30日	（有）サッケン	埼玉県入間市	H30.9.19	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約３ｍの開口部に囲い等を設けることなく労働者に作業を行わせたもの	H30.9.19送検
埼玉労働局	令和元年6月30日	中央ブレーキ製作所	埼玉県越谷市	H30.9.19	労働安全衛生法第55条,労働安全衛生法施行令第16条	石綿を重量の約26％含有するブレーキライニングを製造したもの	H30.9.19送検
埼玉労働局	令和元年6月30日	テックエンジニアリング（有）	埼玉県熊谷市	H30.10.17	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約2.6ｍの作業床の端及び開口部に、手すり、覆い等を設けることなく労働者に作業を行わせたもの	H30.10.17送検
埼玉労働局	令和元年6月30日	末吉工業（株）	埼玉県北足立郡伊奈町	H31.1.9	労働基準法第32条	労働者５名に、違法な時間外労働を行わせたもの	H31.1.9送検
千葉労働局	令和元年7月31日	（有）鈴木安太郎商店	千葉県旭市	H31.1.10	労働安全衛生法第20条,労働安全衛生規則第107条	魚類加工用機械の掃除を行わせるに当たり、当該機械の運転を停止させなかったもの	H31.1.10送検
千葉労働局	令和元年7月31日	（株）フルカウント	千葉県千葉市花見川区	H31.1.10	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告書を提出していなかったもの	H31.1.10送検
千葉労働局	令和元年7月31日	北島塗装店	千葉県四街道市	H31.2.12	労働安全衛生法第21条,労働安全衛生規則第519条	高さ6.59ｍの屋根の端に手すり等を設けることなく労働者に作業を行わせたもの	H31.2.12送検
千葉労働局	令和元年7月31日	キムラ工業（株）	千葉県市川市	H31.2.19	労働安全衛生法第20条,労働安全衛生規則第151条の78	コンベヤーに労働者の身体の一部が巻き込まれるおそれがあるのに非常停止装置を備えていなかったもの	H31.2.19送検
千葉労働局	令和元年7月31日	（株）ピュアディッシュ	千葉県千葉市美浜区	H31.3.27	労働安全衛生法第20条,労働安全衛生規則第107条	食品加工用機械の殺菌洗浄後の水滴拭き取り作業を行わせるに当たり、当該機械の運転を停止させなかったもの	H31.3.27送検
千葉労働局	令和元年7月31日	（株）Ｋ．Ｉ．ステップ	千葉県千葉市稲毛区	R1.6.13	労働安全衛生法第14条,労働安全衛生規則第565条	高さ５ｍ以上の足場の解体作業を行わせるに当たり、足場の組立て等作業主任者を選任していなかったもの	R1.6.13送検
千葉労働局	令和元年7月31日	松建設（株）	大阪府大阪市淀川区	R1.6.13	労働安全衛生法第31条,労働安全衛生規則653条,労働者派遣法第45条	深さ約９ｍの箇所に安全な昇降の設備を設けることなく請負人の労働者に作業をさせたこと	R1.6.13送検
千葉労働局	令和元年7月31日	柏崎建設（株）	東京都文京区	R1.6.13	労働安全衛生法第21条,労働安全衛生規則第526条,労働者派遣法第45条	深さ約９ｍの箇所に安全な昇降の設備を設けることなく労働者に作業を行わせたこと	R1.6.13送検
千葉労働局	令和元年7月31日	陽品ガスエンジニアリング（株）	千葉県市原市	R1.7.11	労働安全衛生法第61条,労働安全衛生施行令第20条,クレーン等安全規則第221条	つり上げ荷重１ｔ以上のクレーンの玉掛け業務に無資格者を就かせたもの	R1.7.11送検
千葉労働局	令和元年7月31日	（有）丸七立川工務店	千葉県千葉市花見川区	R1.7.17	労働安全衛生法第21条,労働安全衛生規則519条	高さ3.74ｍの床面の開口部に、覆い等を設けることなく労働者に作業を行わせていたもの	R1.7.17送検
千葉労働局	令和元年7月31日	（株）平成建設工業	千葉県船橋市	R1.7.18	労働安全衛生法第20条,労働安全衛生規則第171条の６,労働者派遣法第45条	解体用機械を用いて解体作業中、物体の飛来により危険が生ずるおそれのある箇所に労働者を立ち入らせていたもの	R1.7.18送検
東京労働局	令和元年7月31日	（株）不二興建	埼玉県八潮市	H30.8.10	労働安全衛生法第100条,労働安全衛生規則第97条	休業約２か月間の労働災害が発生したが、遅滞なく労働者死傷病報告書を提出しなかったもの	H30.8.10送検
東京労働局	令和元年7月31日	宿利工務店（株）	埼玉県さいたま市桜区	H30.8.17	労働安全衛生法第100条,労働安全衛生規則第97条	休業約３か月間の労働災害が発生したが、遅滞なく労働者死傷病報告書を提出しなかったもの	H30.8.17送検
東京労働局	令和元年7月31日	（株）リバイブ	東京都江戸川区	H30.9.13	労働安全衛生法第20条,労働安全衛生規則第164条	車両系建設機械（ブレーカ）を用いて作業を行わせるに当たり、主たる用途以外の用途に使用させていたもの	H30.9.13送検
東京労働局	令和元年7月31日	（有）奥原工芸	東京都江戸川区	H30.11.9	労働安全衛生法第20条,労働安全衛生規則第123条	木材加工用丸のこ盤を使用させるに当たり、歯の接触予防装置を設けないで使用させていたもの	H30.11.9送検
東京労働局	令和元年7月31日	ジャパンプロテクション（株）	東京都千代田区	H30.11.9	労働基準法第32条	労働者４名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.11.9送検,H31.3.29有罪確定
東京労働局	令和元年7月31日	（株）大和建設	東京都葛飾区	H30.11.15	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約３ｍの２階開口部で、手すり等を設けることなく労働者に作業を行わせたもの	H30.11.15送検
東京労働局	令和元年7月31日	（株）大実製作所	東京都品川区	H30.11.29	労働安全衛生法第20条,労働安全衛生規則第101条	ＮＣ旋盤機を用いて作業を行わせるに当たり、回転部分に、覆い、囲い等を設けないで使用させていたもの	H30.11.29送検
東京労働局	令和元年7月31日	高田電設（株）	東京都新宿区	H30.12.12	労働安全衛生法第20条,労働安全衛生規則第369条	土止め支保工の構造について、地山に係る形状、地質等の状態に応じた堅固なものとしていなかったもの	H30.12.12送検
